Kategori,Şehir,İlçe,Firma Adı,Adres,Açıklama,Telefon,E-posta,Web Sitesi,Latitude,Longitude
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,MEDICA DERMA MALTEPE ŞUBESİ- MEDICA DERMA MEDİKAL ESTETİK DANIŞMANLIK TİC.LTD.ŞTİ.,"Girne Mah. Atatürk Cad. 31 Kardelen Tıp Merkezi Zümrütevler, Maltepe, İstanbul",,08504341414,info@medicalderma.com.tr,http://www.medicalderma.com.tr,40.9405408955430,29.1426061018650
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,BIOMED GÜZELLİK SALONU(Cafer Göker),"Bağlarbaşı Mah. Feyzullah Cad. 15 Maltepe, İstanbul",,02163710838,Veri yok,Veri yok,40.9228030000000,29.1326560000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,ESTEMİYA GÜZELLİK SALONU- ESTEMİYA GRUP GÜZELLİK SAN. VE TİC.LTD.ŞTİ.,"Bağlarbaşı Mah. Bağdat Cad. Özçetin Sok. 3 K:3 Maltepe, İstanbul",,02164573035,info@estemiyaguzelliksalonu.com,http://www.estemiyaguzelliksalonu.com,40.9204774722450,29.1381272367310
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,GÜLŞAH GÜZELLİK SALONU(Nilşah Arslan),"Çınar Mah. Tahsin Bey Sok. 6/A Maltepe, İstanbul",,05534779047,gulsahguzellik@gmail.com,http://www.gulsahguzellik.com,40.9467579999990,29.1135451865130
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,SENORITA GÜZELLİK MERKEZİ(İlker Hacı Arslantürk),"Bağlarbaşı Mah. İnönü Cad. 14 Vardar Apt. A Blok D:32 Maltepe, İstanbul",,02163716085,Veri yok,Veri yok,40.9225690000000,29.1351790000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,SALON PINKY(Zülal Zeren),"Yalı Mah. Küçükyalı Cad. 10 Maltepe, İstanbul",,02163838995,zelalzeren@gmail.com,Veri yok,40.9250190000000,29.1256030000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,MERAL GÜZELLİK SALONU(Meral Dursun),"Bağlarbaşı Mah. İnönü Cad. 14 Vardar Apt. D:35 Maltepe, İstanbul",,02163703995,Veri yok,Veri yok,40.9225690000000,29.1351790000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,SEVİL ŞENOL GÜZELLİK SALONU(Fatma Sevil Çelenk),"Feyzullah Mah. Bağdat Cad. Maltepe, İstanbul",,02163714510,Veri yok,Veri yok,40.9302490000000,29.1288150000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,LEYLA GÜZELLİK SALONU(Hürü Düzenli),"Bağlarbaşı Mah. Atatürk Cad. Geçit Pasajı D:18 Maltepe, İstanbul",,02163706846,Veri yok,Veri yok,40.9240240000000,29.1309940000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,EYŞAN GÜZELLİK SALONU(Eylem Uluşan),"Bağlarbaşı Mah. Mor Lale Sok. 12/2 Maltepe, İstanbul",,02164577077,Veri yok,Veri yok,40.9220710000000,29.1349900000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,GÜLDEN GÜZELLİK SALONU,"Batı Mah. Orhan Maltepe Cad. Pendik, İstanbul",,05494054433,Veri yok,Veri yok,40.8777720000000,29.2317030000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,ALARA GÜZELLİK SALONU(Gülcan Bıçak),"Bağlarbaşı Mah. İkinci İlkokul Cad. 27 Maltepe, İstanbul",,02164595148,Veri yok,Veri yok,40.9222440000000,29.1323890000000
guzellik-salonlari-ve-merkezleri,istanbul,maltepe,YASMİN GÜZELLİK SALONU,"Batı Mah. Dr. Orhan Maltepe Cad. 25 D:1 Pendik, İstanbul",,02163543518,Veri yok,Veri yok,40.8774970000000,29.2308590000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,ESTANBUL ESTETİK VE GÜZELLİK MERKEZİ- LAZERCİ SAĞLIK HİZMETLERİ TİC.LTD.ŞTİ.,"Doğu Mah. Hatboyu Cad. Değerli Sok. 1/1 Süer Apt. Pendik, İstanbul",,02164837878,info@estanbulestetik.com,http://estanbulestetik.com,40.8799100000000,29.2332070000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,LOST GÜZELLİK SALONU(Musa Özgül),"Batı Mah. Çamlık Sok. 23 Pendik, İstanbul",,02164914178,Veri yok,Veri yok,40.8782330000000,29.2269190000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,SEVILLE ESTETİK GÜZELLİK SALONU(Sevil Kartal),"Batı Mah. 19 Mayıs Cad. 9 Özel Apt. D:2 Pendik, İstanbul",,02164883994,Veri yok,Veri yok,40.8790340000000,29.2305650000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,HAPPY MISS GÜZELLİK SALONU(Emel Şanoğlu),"Batı Mah. Uzunkale Sok. 2 B Blok Pendik, İstanbul",,02163900117,Veri yok,Veri yok,40.8767800000000,29.2287430000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,NT SOLARIUM VE KRYOLAN SHOP- NT KOZMETİK ESTETİK VE GÜZELLİK MERKEZİ TİC.LTD.ŞTİ. (Kamuran Çetin),"Batı Mah. Ankara Cad. 70 Mevlütbey Sit. Dk:1 Pendik, İstanbul",,02164911733,Veri yok,Veri yok,40.8755280000000,29.2312510000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,İLGİ GÜZELLİK SALONU(Behice Yurter),"Doğu Mah. Kumru Sok. Pendik, İstanbul",,02163908657,Veri yok,Veri yok,40.8800020000000,29.2400460000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,AS ESTETİK PENDİK ŞUBESİ- ASESTETİK MEDİKAL KOZMETİK SAĞLIK ÜRÜNLERİ SAN. VE TİC.LTD.ŞTİ.,"Doğu Mah. Lokman Hekim Cad. 34 Pendik, İstanbul",Estetik Merkezi,08505320099,info@asestetik.com.tr,http://asestetik.com.tr,40.8774650000000,29.2360490000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,SANTE LAZER EPİLASYON MERKEZİ(Sevil Kaya),"Batı Mah. Ankara Cad. 60 Pendik, İstanbul",,02164834692,pendik@santelazer.com,http://www.santelazer.com,40.8756970000000,29.2297320000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,TIM GÜZELLİK MERKEZİ VIAPORT AVM- TIM GÜZELLİK MERKEZİ KOZMETİK VE TEKSTİL PAZARLAMA SAN.TİC.LTD.ŞTİ.,"Yenişehir Mah. Dede Paşa Cad. 91 Viaport AVM K:2 Pendik, İstanbul",,02166961100,Veri yok,Veri yok,40.9362020000000,29.3267830000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,AS ESTETİK THE GREEN PARK HOTEL ŞUBESİ- ASESTETİK MEDİKAL KOZMETİK SAĞLIK ÜRÜNLERİ SAN. VE TİC.LTD.ŞTİ.,"Kaynarca Mah. Erol Kaya Cad. 204 The Green Park Hotel Pendik, İstanbul",Estetik Merkezi,08505320099,info@asestetik.com.tr,http://asestetik.com.tr,40.8729540000000,29.2520960000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,VEFA POLİKLİNİĞİ- VEFA SAĞLIK HİZMETLERİ TEKSTİL İNŞAAT SAN.TİC.LTD.ŞTİ.,"Batı Mah. 19 Mayıs Cad. Ihlamur Sok. 7 Pendik, İstanbul",Lazer Epilasyon,02164912696,Veri yok,http://www.vefapoliklinigi.com,40.8786450000000,29.2308590000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,NT NURAY TARIK GÜZELLİK SALONU- NT KOZMETİK ESTETİK VE GÜZELLİK MERKEZİ TİC.LTD.ŞTİ. (Nilay Erberdi),"Batı Mah. Vişne Sok. 45 Dk:8 Pendik, İstanbul",,02163540179,Veri yok,Veri yok,40.8763100000000,29.2316660000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,LAZER PLUS ESTETİK VE GÜZELLİK MEREZİ(Pınar Güngör),"Doğu Mah. Ankara Cad. 195/1 (Mado Yanı) Pendik, İstanbul",,02163750220,Veri yok,Veri yok,40.8773680000000,29.2384170000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,HAPPYEST GÜZELLİK MERKEZİ(Gönül Dulundu),"Batı Mah. Seyit Burhan Toprak Cad. Gülay Apt. Daire:4 Pendik, İstanbul",,02163542663,Veri yok,Veri yok,40.8783830000000,29.2273000000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,GÜLDEN GÜZELLİK SALONU,"Batı Mah. Orhan Maltepe Cad. Pendik, İstanbul",,05494054433,Veri yok,Veri yok,40.8777720000000,29.2317030000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,NİRA ESTETİK VE GÜZELLİK SALONU,"Sülüntepe Mah. Safa Cad. 73 D:1-2 Pendik, İstanbul",,05056933325,Veri yok,Veri yok,40.9148600000000,29.2842680000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,DERMİRA ESTETİK MERKEZİ VE BAYAN KUAFÖRÜ,"Batı Mah. Hale Sok. 24 K:2 Pendik, İstanbul",,05323744138,Veri yok,Veri yok,40.8925990000000,29.2439500000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,ESTEFORM(Suat Elmalı),"Kaynarca Mah. Aydınlı Yolu Cad. 115 Pendik, İstanbul",,02164831313,Veri yok,Veri yok,40.8757450000000,29.2506420000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,GİZ GÜZELLİK SALONU,"Batı Mah. Hatboyu Cad. Pendik, İstanbul",,02164832588,Veri yok,Veri yok,40.8806530000000,29.2220550000000
guzellik-salonlari-ve-merkezleri,istanbul,pendik,YASMİN GÜZELLİK SALONU,"Batı Mah. Dr. Orhan Maltepe Cad. 25 D:1 Pendik, İstanbul",,02163543518,Veri yok,Veri yok,40.8774970000000,29.2308590000000
guzellik-salonlari-ve-merkezleri,istanbul,sariyer,AYŞIL KUAFÖR VE SOLARYUM SALONU(Ayla Engin),"Merkez Mah. Sarıyer Deresi Sok. 22 Sarıyer, İstanbul",,02122714312,Veri yok,Veri yok,41.1691590000000,29.0563150000000
guzellik-salonlari-ve-merkezleri,istanbul,sariyer,MA BELLE GÜZELLİK SALONU(Ayşegül Özsoy),"Maden Mah. Gediz Sok. 2 A Blok D:5 Sarıyer, İstanbul",,05422181838,Veri yok,Veri yok,41.1864010000000,29.0420030000000
guzellik-salonlari-ve-merkezleri,istanbul,sariyer,PLANET HAİR,"Yeniköy Mah. Köybaşı Cad. 230 Sarıyer, İstanbul",,02122996509,Veri yok,Veri yok,41.1216170000000,29.0700910000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ÖZEL BLISS MAÇKA POLİKLİNİĞİ- YALE ESTETİK PLASTİK CERRAHİ VE LAZER TEDAVİ MERKEZİ SAN.TİC.LTD.ŞTİ.,"Harbiye Mah. Maçka Cad. Tuncer Apt. K:2 Nişantaşı, Şişli, İstanbul",,02122314690,info@blissistanbul.com,http://www.blissistanbul.com,41.0469730200000,28.9942228800000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ÖZEL M-ONEP ESTETİK POLİKLİNİĞİ NİŞANTAŞI ŞUBESİ- ONEP ESTETİK TURİZM TİC.LTD.ŞTİ.,"Harbiye Mah. Mim Kemal Öke Cad. 23 Lal Apt. K:3 D:7 Şişli, İstanbul",Estetik Merkezi,02122474140,info@m-onep.com,http://www.m-onep.com,41.0493250000000,28.9913890000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ÖZEL DERMAMED POLİKLİNİKLERİ- DERMAMED LAZER EPİLASYON VE ESTETİK TİC.LTD.ŞTİ.,"Harbiye Mah. Abdi İpekçi Cad. 65 Nazem Apt. Maçka, Şişli, İstanbul",Genel Merkez,02122870468,bilgi@dermamed.com.tr,http://www.dermamed.com.tr,41.0471770000000,28.9932470000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MEDIART- MEDIART LAZER EPİLASYON VE GÜZELLİK HİZMETLERİ TİC.LTD.ŞTİ.,"Meşrutiyet Mah. Halaskargazi Cad. 94 Maya Apt. K:4 D:12 Şişli, İstanbul",Lazer Epilasyon Hizmetleri,02122960308,Veri yok,http://mediartpoliklinigi.com,41.0540100000000,28.9873920000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,LAZERLINE POLİKLİNİĞİ(Ozan Barış Dinçer),"Harbiye Mah. Teşvikiye Cad. 33 Şişli, İstanbul",Estetik Merkezleri,02122963397,pervin-dincer@hotmail.com,Veri yok,41.0500620000000,28.9932200000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MEDİCİYEKÖY JEAN D'ARCEL GÜZELLİK MERKEZİ- KOZLINE LAZER EPİLASYON KOZMETİK TİC.LTD.ŞTİ.,"Mecidiyeköy Mah. Ortaklar Cad. 19 Birlik Apt. D:5 Şişli, İstanbul",Estetik Merkezleri,02122111601,Veri yok,http://www.jeandarcelpoliklinik.com,41.0639450000000,28.9971180000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,B & B GÜZELLİK SALONU(Burak Bapun),"Bozkurt Mah. Dere 2 Sok. 6 Osmanbey, Şişli, İstanbul",,05555660206,serkanbapun@gmail.com,Veri yok,41.0480700000000,28.9735900000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,TRİO KUAFÖR KANYON AVM ŞUBESİ- ELEGAN GÜZELLİK SALONU İŞLETMELERİ LTD.ŞTİ.,"Esentepe Mah. Büyükdere Cad. 185 Kanyon AVM K:-1 Dk:88 Şişli, İstanbul",Cilt Bakımı Hizmeti,02123530944,kanyontriokuafor@gmail.com,http://www.kanyontriokuafor.com,41.0781130000000,29.0109770000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,7 NİŞANTAŞI- ARTEK KOZMETİK VE GÜZELLİK LTD.ŞTİ.,"Teşvikiye Mah. Şakayık Sok. 59/A Peony Palas Apt. Şişli, İstanbul",,02122346773,Veri yok,Veri yok,41.0514080000000,28.9937660000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ESTE SEA(Hatice Sevda Ertüzün Çakmak),"Mecidiyeköy Mah. Büyükdere Cad. 78 Dk:8 Şişli, İstanbul",,02122133306,info@estesea.com.tr,http://www.estesea.com.tr,41.0663780000000,29.0016950000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ESTEFOOT EL & AYAK BAKIM- ESTEFOOT EL VE AYAK BAKIM TİC.A.Ş.,"Cumhuriyet Mah. Halaskargazi Cad. 103 K:5 D:13 Şişli, İstanbul",El ve Ayak Bakımı,02122460818,info@estefoot.com,http://www.estefoot.com,41.0540748146300,28.9868715251090
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ERDEM KIRAMER NİŞANTAŞI ŞUBESİ- KIRAMER KUAFÖRLÜK MERKEZİ HİJYENİK ÜRÜNLERİ TİC.LTD.ŞTİ. (Erdem Kıramer),"Harbiye Mah. Mim Kemal Öke Cad. Şişli, İstanbul",,02122244404,Veri yok,http://www.erdemkiramer.com.tr,41.0489250000000,28.9916370000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ARIST ESTETİK(Eylül Arzu Bayar),"19 Mayıs Mah. Halaskargazi Cad. 216 Doğançay Apt. K:5 D:5 Şişli, İstanbul",,02122304472,aristestetik@gmail.com,http://www.aristestetik.com,41.0594080000000,28.9874700000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,BERİL LIFE GÜZELLİK SALONU(Zehra Bayrakdar),"Fulya Mah. Ortaklar Cad. 12 Güneş Apt. K:3 Mecidiyeköy, Şişli, İstanbul",,02122130051,zehrabayrakdar@mynet.com,http://www.berillife.net,41.0649770000000,28.9958850000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ÖZEL NATURABELLA POLİKLİNİĞİ- NATURABELLA SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Harbiye Mah. Abdi İpekçi Cad. 31 Nişantaşı, Şişli, İstanbul",Estetik Merkezleri,02122194439,info@naturabella.net,http://www.naturabella.net,41.0492110000000,28.9925280000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,BUGO- HBA GÜZELLİK HİZMETİ AKADEMİSİ VE KOZMETİK ÜRÜNLERİ TİC.A.Ş.,"Teşvikiye Mah. Teşvikiye Cad. 22 Hak Pasajı İzgü Apt. K:3 Şişli, İstanbul",Genel Merkez,02122315777,info@bugo.com.tr,http://www.bugo.com.tr,41.0513420000000,28.9919170000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ALLIANOI ESTETİK- ESTETİK CERRAHİ GENEL SAĞLIĞI VE AĞIZ DİŞ SAĞLIĞI HİZMETLERİ SAN.TİC.LTD.ŞTİ.,"Meşrutiyet Mah. Vali Konağı Cad. 97 Köşe Apt. K:2 D:3-4 Nişantaşı, Şişli, İstanbul",Estetik Merkezleri,02122197087,Veri yok,Veri yok,41.0519180000000,28.9914400000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,STUDIO KUAFÖR- STÜDYO KUAFÖR VE GÜZELLİK HİZMETLERİ KOZMETİK ÜRÜNLERİ PAZARLAMA TİC.LTD.ŞTİ. (Salih Pehlivan),"Esentepe Mah. Büyükdere Cad. Astoria AVM Şişli, İstanbul",,02122152210,Veri yok,http://studiokuafor.com,41.0680540000000,29.0061700000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,HIGHEND CLINIC- KUTHAN SAĞLIK HİZMETLERİ TURİZM TİC.A.Ş.,"Harbiye Mah. Abdi İpekçi Cad. 40 K:1 D:6-7 Şişli, İstanbul",Estetik Merkezleri,02122340734,info@highendclinic.com,http://www.highendclinic.com,41.0484640000000,28.9927930000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ÖZEL FBM ESTETİK TIP MERKEZİ- FBM LAZER ESTETİK PLASTİK CERRAHİ KLİNİĞİ SAN. VE TİC.LTD.ŞTİ. (Hayati Akbaş),"Fulya Mah. Yeşil Çimen Sok. 4 Polat Tower Residence Şişli, İstanbul",,02122667075,info@fbm.com.tr,http://www.fbm.com.tr,41.0571120000000,29.0003470000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,İSVEÇ AYAK SAĞLIĞI MERKEZİ- AYAK SAĞLIĞI MERKEZİ TİC.LTD.ŞTİ.,"Meşrutiyet Mah. Rumeli Cad. 4-6 Villa İşh. A Blok K:2 Nişantaşı, Şişli, İstanbul",Ayak Bakım Merkezi,02122477432,info@isvecayak.com,http://www.isvecayak.com,41.0521670000000,28.9909760000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,TILIA GÜZELLİK SALONU- TILIA GÜZELLİK SALONU TİC.LTD.ŞTİ.,"Meşrutiyet Mah. Halaskargazi Cad. 114 Uğurlu Saray Apt. K:2 D:4 Osmanbey, Şişli, İstanbul",,02122580310,Veri yok,Veri yok,41.0551900000000,28.9872910000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MAKAS HARBİYE ŞUBESİ- TARBEL KUAFÖRLÜK HİZMETLERİ LTD.ŞTİ.,"Halaskargazi Mah. Halaskargazi Cad. 18/A Şişli, İstanbul",,02122965343,Veri yok,http://www.makas.com.tr,41.0505240000000,28.9878250000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,NERMİN NEGİZ GÜZELLİK MERKEZİ,"Halaskargazi Mah. Rumeli Cad. 17-19 Şeref Apt. D:11 Şişli, İstanbul",Cilt Bakımı ve Kalıcı Makyaj,02122323424,makeup_nermin@hotmail.com,http://www.nerminnegiz.com,41.0523680000000,28.9903830000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,THE BEAUTY STORE,"Esentepe Mah. Büyükdere Cad. 22 Şişli, İstanbul",,05078172177,thebeautystoreturkey@gmail.com,http://thebeautystore.com.tr,41.0567040000000,28.9884090000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,SELİN KILIÇ KALICI MAKYAJ(Selin Kılıç),"Merkez Mah. Abide-i Hürriyet Cad. 101 Şişli, İstanbul",Kalıcı Makyaj ve Kaş Kontürü Hizmeti,05369806022,kalicimakyajselin@gmail.com,http://www.kalicimakyajselinkilic.com,41.0592325506360,28.9863006269730
guzellik-salonlari-ve-merkezleri,istanbul,sisli,PİA ESTETİK(Sibel Kırbaş),"Fulya Mah. Ortaklar Cad. 4 K:5 D:16 Şişli, İstanbul",,02122668070,Veri yok,Veri yok,41.0655360000000,28.9953290000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ESTE CERRAHİ- ÇEBİ SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Fulya Mah. Büyükdere Cad. 74 Şişli, İstanbul",Estetik Merkezi,02122961646,info@estecerrahi.com.tr,http://estecerrahi.com.tr,41.0607030000000,28.9871060000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ROYAL AESTHETIC- ROYAL AESTHETİC ENSTİTÜ MEDİKAL TURİZM SAN. İÇ VE DIŞ TİC.LTD.ŞTİ.,"Teşvikiye Mah. Hakkı Yeten Cad. 13 Center 2 K:8 D:40 Şişli, İstanbul",Estetik Merkezleri,02122155951,Veri yok,Veri yok,41.0550030000000,28.9988460000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MEDİKAL AYAK VE EL BAKIM MERKEZİ- ERGENEKON SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Meşrutiyet Mah. Vali Konağı Cad. 137 Asri Apt. D:8 Nişantaşı, Şişli, İstanbul",El - Ayak ve Vücut Bakım Merkezi,02122315949,info@maveb.com,http://www.maveb.com,41.0540670000000,28.9939510000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,LAVIVA GÜZELLİK MERKEZİ,"Fulya Mah. Büyükdere Cad. 56 Şişli, İstanbul",,02122121296,Veri yok,Veri yok,41.0661130000000,28.9959440000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MARMARA ESTETİK- ÖZTÜRK CEYHAN ESTETİK VE GÜZELLİK HİZMETLERİ LTD.ŞTİ.,"Fulya Mah. Akıncı Bayırı Sok. 24 Dinçkurt Apt. D:9 Şişli, İstanbul",,02122164666,Veri yok,http://www.marmaraestetik.net,41.0634790000000,28.9983220000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ALİZE GÜZELLİK SALONU(Mehmet Reşat Yamar),"19 Mayıs Mah. Halaskargazi Cad. 180 Pınar Apt. K:3 Şişli, İstanbul",,02122309290,Veri yok,Veri yok,41.0585520000000,28.9873010000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ELİTA LIFE GÜZELLİK MERKEZİ(Leyla Yıldız),"Fulya Mah. Büyükdere Cad. 30 Sema Apt. K:2 D:2 Şişli, İstanbul",,02122126606,info@elitalife.com,http://www.elitalife.com,41.0649150000000,28.9937190000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,PRO-MED-ART BİYOTEKNOLOJİ ESTETİK MERKEZİ- PROMEDART ÖZEL SAĞLIK HİZMETLERİ SAN. VE TİC.LTD.ŞTİ.,"Halaskargazi Mah. Valikonağı Cad. 79 Şişli, İstanbul",,02122917666,info@promedart.com,http://www.promedart.com,41.0513220000000,28.9907130000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,ZEREN PROFESSIONAL- ZEREN PRODÜKSİYON TEKSTİL GÜZELLİK MERKEZİ DIŞ TİC.SAN.LTD.ŞTİ.,"Esentepe Mah. Kore Şehitleri Cad. 28 Atılım İş Mrk. Şişli, İstanbul",Genel Merkez,02122110229,Veri yok,http://www.zerenprofessional.com,41.0718290000000,29.0112230000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,PRONAIL METROCITY AVM ŞUBESİ- ADADOR SPOR GÜZELLİK MERKEZLERİ KOZMETİK SAN. VE TİC.LTD.ŞTİ.,"Esentepe Mah. Büyükdere Cad. Metrocity AVM K:Zemin Şişli, İstanbul",,02123441084,Veri yok,http://www.pronail.com.tr,41.0759920000000,29.0138830000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,AGELESS CLINIC TURKEY- ORBİTA SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Teşvikiye Mah. Hakkı Yeten Cad. 19 Unimed Center Şişli, İstanbul",Estetik Merkezleri,02122955377,Veri yok,http://www.agelessclinic.com,41.0557970000000,28.9982040000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,SOMSA AĞDA SALONU(Havva Somsa),"Duatepe Mah. Kurtuluş Cad. 8 Şişli, İstanbul",,02122240393,somsaguzelliksalonu@gmail.com,http://www.somsaguzelliksalonu.com,41.0525113585950,28.9839324404600
guzellik-salonlari-ve-merkezleri,istanbul,sisli,EPİYES ESTETİK VE GÜZELLİK MERKEZİ(Yadigar Doğruer),"19 Mayıs Mah. Halaskargazi Cad. 202 Şişli, İstanbul",,02122312699,epiyesestetik@gmail.com,http://www.epiyes.com.tr,41.0596980000000,28.9875690000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,BIONEP GÜZELLİK MERKEZİ(Yeşim Özbay),"Meşrutiyet Mah. Rumeli Cad. 70 İpek Apt. D:3 Nişantaşı, Şişli, İstanbul",,02123516988,Veri yok,Veri yok,41.0534960400000,28.9882879200000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,AB KLİNİK,"Harbiye Mah. Abdi İpekçi Cad. 20 Deniz Apt. D:6 Nişantaşı, Şişli, İstanbul",Medikal Estetik Merkezi,02122961808,Veri yok,http://www.asliberker.com,41.0497643641690,28.9916821865140
guzellik-salonlari-ve-merkezleri,istanbul,sisli,TIRNAK VADİ,"Mecidiyeköy Mah. Raşit Rıza Sok. 11 Şişli, İstanbul",,05533290206,tirnakvadi@gmail.com,http://www.tirnakvadi.com,41.0677652664820,28.9993426269740
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MELTEM ŞARKIŞLALI ESTETİK MERKEZİ(Seher Şarkışlalı),"Mecidiyeköy Mah. Şehit Ahmet Sok. 20 D:4 Şişli, İstanbul",,02122166492,sarkislalimeltem@gmail.com,http://www.meltemsarkislali.net,41.0691620000000,28.9929520000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,MEDİKAL ESTETİK- SERANES SAĞLIK KOZMETİK PAZARLAMA DANIŞMANLIK MÜMESSİLLİK TURİZM İTHALAT İHRACAT LTD.ŞTİ.,"Teşvikiye Mah. Valikonağı Cad. 36 Demirhan Apt. K:5 Nişantaşı, Şişli, İstanbul",Medikal Estetik Merkezi,05064695241,nisantasi@drserangocer.com,Veri yok,41.0518320000000,28.9916240000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,AQUALIS ASTORIA GÜZELLİK ENSTİTÜSÜ- ASTORIA TURİZM VE GAYRİMENKUL İŞLETMECİLİĞİ A.Ş.,"Esentepe Mah. Büyükdere Cad. Astoria AVM Şişli, İstanbul",,02122152329,Veri yok,Veri yok,41.0680540000000,29.0061700000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,RENOUVELLE NİŞANTAŞI(Burcu Yamangöktürk Solak),"Harbiye Mah. Vali Konağı Cad. 30 Nizam Palas Apt. K:5 D:5 Şişli, İstanbul",,4446487,Veri yok,Veri yok,41.0512870000000,28.9912200000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,AQUA MED GÜZELLİK SALONU(Hediye Özege),"Halaskargazi Mah. Halaskargazi Cad. 20 Şişli, İstanbul",,02122964180,Veri yok,Veri yok,41.0505660000000,28.9877760000000
guzellik-salonlari-ve-merkezleri,istanbul,sisli,HIS HAIR CENTER- HIS HAIR GÜZELLİK SALONLARI VE TURİZM TİC.LTD.ŞTİ.,"Teşvikiye Mah. Ferah Sok. 23 Şişli, İstanbul",,02122348691,info@hishaircenter.com,http://hishaircenter.com,41.0549890000000,28.9969640000000
